object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,
'kawasaki,'1074373373994639361,17/12/2018 1:39,'social_media,'twitter,'status,'keyword,'kawasaki,'4742090729,'Freddie01r,'Freddie Rodriguez,'I added a video to a @YouTube playlist https://t.co/tOIM9K6pAg YAMAHA MT 09 VS KAWASAKI Z900: WHICH IS BETTER?,0,'http://pbs.twimg.com/profile_images/973033154226176000/xrneDUS-_normal.jpg,[],'https://twitter.com/statuses/1074373373994639361,'Tongkrongan bajigur bandrek nu pang jongjonsna :D  Open from 5.00 PM till drop.,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",25,0,0,0,,'Jl. A.Yani No.297 BANDUNG,'Sunrise, Florida ,[],[],0,'Bandung,'Jawa Barat,'in,'en,,,,,,,,,
'Motogp,'1074356017415114752,17/12/2018 0:30,'social_media,'twitter,'status,'keyword,'Motogp,'828400752338956288,'gp899,'andi,'I added a video to a @YouTube playlist https://t.co/XnZvm7Jpng Welcome to MotoGP 2019 | Jadwal MotoGP 2019,0,'http://pbs.twimg.com/profile_images/828438408850657280/W8wq891p_normal.jpg,[],'https://twitter.com/statuses/1074356017415114752,'pro,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",5,0,0,0,,'Jl. A.Yani No.297 BANDUNG,,'male,"[""marketing""]",0,'Bandung,'Jawa Barat,'in,'en,,,,,,,,,,
'Motogp,'1074356012952535042,17/12/2018 0:30,'social_media,'twitter,'status,'keyword,'Motogp,'828400752338956288,'gp899,'andi,'I added a video to a @YouTube playlist https://t.co/XnZvm7rOvI Welcome to MotoGP 2019 | Jadwal MotoGP 2019,0,'http://pbs.twimg.com/profile_images/828438408850657280/W8wq891p_normal.jpg,[],'https://twitter.com/statuses/1074356012952535042,'pro,'qxVIuvYY5os,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",5,0,0,0,,'Jl. A.Yani No.297 BANDUNG,'male,'male,"[""marketing""]",0,'Bandung,'Jawa Barat,'in,'en,,,,,,,,,,
'kawasaki,'1074360094928920576,17/12/2018 0:46,'social_media,'twitter,'status,'keyword,'kawasaki,'2848039236,'videusgogo5137,'Videus Gogo Surbakti,'I liked a @YouTube video https://t.co/0Ts8Ycmx5U Masih Belum Final: Kawasaki ZX10R 2017,0,'http://pbs.twimg.com/profile_images/950973637967822848/YSsmXfF7_normal.jpg,[],'https://twitter.com/statuses/1074360094928920576,'Tongkrongan bajigur bandrek nu pang jongjonsna :D  Open from 5.00 PM till drop.,'gxiDYxYPHhg,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",13,0,0,0,,'Jl. A.Yani No.297 BANDUNG,'Karo, Sumatera Utara,[],[],0,'Indonesia,'Karo,'Sumatera Utara,'in,,,,,,,,,
'kawasaki,'1074595896170446848,17/12/2018 16:23,'social_media,'twitter,'status,'keyword,'kawasaki,'399241266,'WorldOfAditya,'Aditya,'I liked a @YouTube video https://t.co/1K8RwaPiN0 Yamaha R-1M Vs. Kawasaki H2R,0,'http://pbs.twimg.com/profile_images/1073278968587943936/6m-Zbn87_normal.jpg,[],'https://twitter.com/statuses/1074595896170446848,'Steam : Adiitem | Discord : Aburizal Valkyrie#3057 |  My Gear : #Nimslo3D | #Canon600D | #YiAction | #GoProHero4 | #ZhiyunSmoothQ,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",411,0,0,0,,'Jl. A.Yani No.297 BANDUNG,'West Java, Indonesia,'male,"[""photography"",""technology"",""game"",""marketing""]",0,'Bandung,'Jawa Barat,'in,'en,,,,,,,,,
'aerox,'1074386425704013826,17/12/2018 2:30,'social_media,'twitter,'status,'keyword,'aerox,'795247258103148544,'IJapajoe,'iva joey japajoe,'I liked a @YouTube video https://t.co/1oCqPbkFCf 180CC RUNNER VS 70CC MALOSSI MHR AEROX IN VLISSINGEN | VOL GAS MET JOEY,0,'http://pbs.twimg.com/profile_images/795248243357741056/MwuRC3mZ_normal.jpg,[],'https://twitter.com/statuses/1074386425704013826,'Tongkrongan bajigur bandrek nu pang jongjonsna :D  Open from 5.00 PM till drop.,'gxiDYxYPHhg,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",6,0,0,0,,'Jl. A.Yani No.297 BANDUNG,'Suriname,[],[],0,'Bandung,'Jawa Barat,'in,'en,,,,,,,,,,
'kawasaki,'1074565971002695680,17/12/2018 14:24,'social_media,'twitter,'status,'keyword,'kawasaki,'309670583,'SyehAlfian,'Apoenk,'I liked a @YouTube video https://t.co/4u6PIxRH1W Kawasaki D Tracker 150 SE 2016 with Norifumi Racing,0,'http://pbs.twimg.com/profile_images/1017787810613420032/Bv3OU8ed_normal.jpg,[],'https://twitter.com/statuses/1074565971002695680,'People Of The Lie,'wvGZTzkynuQ,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",937,0,0,0,,'Jl. A.Yani No.297 BANDUNG,,[],[],0,'Bandung,'Jawa Barat,'in,'en,,,,,,,,,,
'kawasaki,'1074571778486345729,17/12/2018 14:47,'social_media,'twitter,'status,'keyword,'kawasaki,'124989268,'jounkeys,'Kaushal Meshram,'I liked a @YouTube video https://t.co/6JLWKGTPwa RIDING KAWASAKI Z800 | SUPERBIKES | JS FILMS MEETUP,0,'http://pbs.twimg.com/profile_images/1055929228171063298/M85eVGv-_normal.jpg,[],'https://twitter.com/statuses/1074571778486345729,'Actor, Director, Writer, Musician A.K.A. Tinu,'T7TgvGjk8aA,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",266,0,0,0,,'Jl. A.Yani No.297 BANDUNG,'India,[],"[""entertainment"",""book""]",0,'Bandung,'Jawa Barat,'in,'en,,,,,,,
'modifikasi,'1074353510509092864,17/12/2018 0:20,'social_media,'twitter,'status,'keyword,'modifikasi,'3236732412,'venkitachel,'Rajamani Venkitachel,'I liked a @YouTube video https://t.co/6r9IxPMpmV MotoVlog,-1,0,'http://pbs.twimg.com/profile_images/608958457643802624/UFMWfVCl_normal.jpg,[],'https://twitter.com/statuses/1074353510509092864,'Tongkrongan bajigur bandrek nu pang jongjonsna :D  Open from 5.00 PM till drop.,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",29,0,0,0,,'Jl. A.Yani No.297 BANDUNG,,[],[],0,'Bandung,'Jawa Barat,'in,'cs,,,,,,,,,
'CBR 250 RR,'1074352640425897984,17/12/2018 0:16,'social_media,'twitter,'status,'keyword,'CBR 250 RR,'560219989,'Rider_Senja,'Rider Senja,'I liked a @YouTube video https://t.co/cVPV05SzNq Berguru ke Pertapaan Rider Senja | R25 Vs CBR250RR,0,'http://pbs.twimg.com/profile_images/726454242114838528/NyziKKHl_normal.jpg,[],'https://twitter.com/statuses/1074352640425897984,'Rider Senja Motovlog,'z8PHEdwwHzA,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",323,0,0,0,,,'INDONESIA,[],[],0,,,,'in,,,,,,,,,,
'aerox,'1074705047022383106,17/12/2018 23:37,'social_media,'twitter,'status,'keyword,'aerox,'55464289,'apank65,'Panggayuh Nugroho,'I liked a @YouTube video https://t.co/cW8FcI32ZP Review Yamaha Aerox 155 2018 facelift,-1,0,'http://pbs.twimg.com/profile_images/1068126320893120512/wvdESQc8_normal.jpg,[],'https://twitter.com/statuses/1074705047022383106,'cinematographer | photographer | vlogger | punker Youtube: APUNK65 MOTOVLOG,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",1205,0,0,0,,,'ÜT: -6.292821,106.71875,'male,"[""photography"",""entertainment""]",0,,,,'in,,,,,,,,
'kawasaki,'1074654749826396164,17/12/2018 20:17,'social_media,'twitter,'status,'keyword,'kawasaki,'985068306,'Wall_Tube,'You Wall Tube,'I liked a @YouTube video https://t.co/Eyjo3Kt9M6 NUEVAS CHUCHES PARA LA KAWASAKI | byjmar,0,'http://pbs.twimg.com/profile_images/2923897585/e57cdc550c0bb72fb867bef2df7e26ba_normal.jpeg,[],'https://twitter.com/statuses/1074654749826396164,'Aqui me seguirán y se mantendrán en contacto con Wall Tube y notificaremos nuevos videos y demás.,'DRbC3Ham6Fs,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",15,0,0,0,,,'España,[],"[""technology"",""automotive"",""education""]",0,,,,'ht,,,,,,,,,,
'kawasaki,'1074370774876606464,17/12/2018 1:28,'social_media,'twitter,'status,'keyword,'kawasaki,'1892684473,'RavinaRennie,'Rennie Ravina,'I liked a @YouTube video https://t.co/F4c0oubky0 FINALLY! GOT MY DREAM BIKE | KAWASAKI Z900,0,'http://pbs.twimg.com/profile_images/465364338329407488/a5QRhx8B_normal.jpeg,[],'https://twitter.com/statuses/1074370774876606464,,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",5,0,0,0,,,,[],[],0,,,,'en,,,,,,,,,,
'satria,'1074575951495946241,17/12/2018 15:04,'social_media,'twitter,'status,'keyword,'satria,'2885943582,'G8Candra,'billboyz,'I liked a @YouTube video https://t.co/FxEjmRBIGi Tes Suara Satria Fu 600cc | Suara Mirip Helikopter,0,'http://pbs.twimg.com/profile_images/1043469286923091968/7V7t8EZz_normal.jpg,[],'https://twitter.com/statuses/1074575951495946241,'085290003066,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",46,0,0,0,,,,[],[],0,,,,'en,,,,,,,,,,
'kawasaki,'1074616079517999105,17/12/2018 17:43,'social_media,'twitter,'status,'keyword,'kawasaki,'234650556,'NJTiwari,'Unknown,'I liked a @YouTube video https://t.co/GC04v6pwtI The art of innovation | Guy Kawasaki | TEDxBerkeley,0,'http://pbs.twimg.com/profile_images/1057165724857200640/DkgZu8CW_normal.jpg,[],'https://twitter.com/statuses/1074616079517999105,'Proud Indian,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",174,0,0,0,,'Le mie Notizie H24,'India,[],"[""marketing""]",0,,,'it,'en,,,,,,,,,,
'kawasaki,'1074564550727483392,17/12/2018 14:18,'social_media,'twitter,'status,'keyword,'kawasaki,'309670583,'SyehAlfian,'Apoenk,'I liked a @YouTube video https://t.co/HkiTtoqEgJ Full review warna baru/facelift kawasaki dtracker 150 SE yellow 2018,0,'http://pbs.twimg.com/profile_images/1017787810613420032/Bv3OU8ed_normal.jpg,[],'https://twitter.com/statuses/1074564550727483392,'People Of The Lie,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",937,0,0,0,,'Avigliano, Basilicata,,[],[],0,,,'it,'en,,,,,,,,,
'kawasaki,'1074679008246276096,17/12/2018 21:53,'social_media,'twitter,'status,'keyword,'kawasaki,'2248812096,'Carlos18071673,'Carlos Cardoso,'I liked a @YouTube video https://t.co/HVPQUJZwjv Como ficar MILION�?RIO! \\o/ Kawasaki NINJA ZX-10RR! 😉 | RIDE 3 [PT-BR],0,'http://pbs.twimg.com/profile_images/1010285857109049344/cNfzDAVZ_normal.jpg,[],'https://twitter.com/statuses/1074679008246276096,'The sun rises, the bike walks, the howling wolf and the panda bear...💭👈,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",57,0,0,0,,'Costa Rica,'Bagé, Brasil,[],"[""environment"",""politic"",""fashion"",""game""]",0,,,'en,'pt,,,,,,,
'honda,'1074687537514496006,17/12/2018 22:27,'social_media,'twitter,'status,'keyword,'honda,'510244499,'Mus4kk1r,'Aponk,'I liked a @YouTube video https://t.co/IFveUPXDoP Review || Honda cb 100,0,'http://pbs.twimg.com/profile_images/748046743560912896/mRGN5RJn_normal.jpg,[],'https://twitter.com/statuses/1074687537514496006,'Dibalik sebuah senyuman ada begitu banyak yang dapat kita sembunyikan.                    #KADALISTA KPAS,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",39,0,0,0,,,'Watampone, Sulawesi Selatan,[],"[""automotive"",""travel"",""culinary""]",0,,,,'en,,,,,,,,,
'kawasaki,'1074401362656534544,17/12/2018 3:30,'social_media,'twitter,'status,'keyword,'kawasaki,'58848387,'dusty240470,'David Dusty Binns,'I liked a @YouTube video https://t.co/jMMgZ53yUj Ride Review: Kawasaki Z900RS,0,'http://pbs.twimg.com/profile_images/378800000106039665/20075268172c9119205480f23b89e05d_normal.jpeg,[],'https://twitter.com/statuses/1074401362656534544,'I like training in the gym. I've got two kids, now grown up. I have set up a group page for motorcyclist in Sussex and the surrounding counties. Web link below.,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",347,0,0,0,,,'Worthing, West Sussex. ,'male,"[""technology"",""automotive"",""travel"",""fashion""]",0,,,,'en,,,,,,,,
'kawasaki,'1074565337532649472,17/12/2018 14:21,'social_media,'twitter,'status,'keyword,'kawasaki,'309670583,'SyehAlfian,'Apoenk,'I liked a @YouTube video https://t.co/JwQpcuHiyM Full review facelift kawasaki dtracker 150 SE (dark green) hijau tua ala TNI,0,'http://pbs.twimg.com/profile_images/1017787810613420032/Bv3OU8ed_normal.jpg,[],'https://twitter.com/statuses/1074565337532649472,'People Of The Lie,'JZ1CTIRkjqE,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",937,0,0,0,,,'male,[],[],0,,,,'en,,,,,,,,,,
'r1m,'1074624601882324992,17/12/2018 18:17,'social_media,'twitter,'status,'keyword,'r1m,'951002259332255744,'JuanSnchzF1,'Juan Sánchez 🇵🇹🇬🇧�?��?�?🌈�??,'I liked a @YouTube video https://t.co/K3l2UMXvbl LEWIS HAMILTON: F1 CAR vs YAMAHA R1M SUPERBIKE!!,0,'http://pbs.twimg.com/profile_images/1013376404325425154/gFo7G15T_normal.jpg,[],'https://twitter.com/statuses/1074624601882324992,'Motorsports. Contributor at @InTheStandSport. #BringBackBR campaign supporter. Creator of @TheEnglishCat1. Rail enthusiast. Futuro doctor en ADE. 💙 RSC,'lZ61bYVw8CY,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",397,0,0,0,,,'Badajoz, Spain,[],"[""technology"",""automotive"",""pets"",""travel"",""economy"",""game"",""sports""]",0,,,,'en,,,,,,,,,
'modifikasi,'1074569463314432005,17/12/2018 14:38,'social_media,'twitter,'status,'keyword,'modifikasi,'309670583,'SyehAlfian,'Apoenk,'I liked a @YouTube video https://t.co/K8YjBuvMM3 TOTALITAS !! | 7 MODIFIKASI TUBUH PALING 3XTR3M3,0,'http://pbs.twimg.com/profile_images/1017787810613420032/Bv3OU8ed_normal.jpg,[],'https://twitter.com/statuses/1074569463314432005,'People Of The Lie,'lZ61bYVw8CY,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",937,0,0,0,,,'male,[],[],0,,,,'in,,,,,,,,,,
'r1m,'1074369754268397569,17/12/2018 1:24,'social_media,'twitter,'status,'keyword,'r1m,'3320651603,'ms238951,'Дени�?,'I liked a @YouTube video https://t.co/L1vnu3xWpP Yamaha r1m VS BMW s1000rr- про�?трел на мотах,0,'http://pbs.twimg.com/profile_images/810253829048586240/pe7F3GWv_normal.jpg,[],'https://twitter.com/statuses/1074369754268397569,,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",10,0,0,0,,,,[],[],0,,,,'cs,,,,,,,,,,
'kawasaki,'1074382355433971712,17/12/2018 2:14,'social_media,'twitter,'status,'keyword,'kawasaki,'780622797445791744,'blvckoutz750,'vibex,'I liked a @YouTube video https://t.co/L6dzUSp5fG Kawasaki Ninja 400 TEST | Klein aber Oho!,0,'http://pbs.twimg.com/profile_images/780625476654080000/hcZ-rYUZ_normal.jpg,[],'https://twitter.com/statuses/1074382355433971712,,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",30,0,0,0,,,'Röthlein, Deutschland,[],[],0,,,,'en,,,,,,,,,
'honda,'1074547540912156672,17/12/2018 13:11,'social_media,'twitter,'status,'keyword,'honda,'120400288,'raka_maxymylar,'Rezky Kurniansyah,'I liked a @YouTube video https://t.co/mkGMwPqyGi 16 Alasan Kenapa Lebih Memilih All New Daihatsu Sirion 2018 Daripada All New Honda,0,'http://pbs.twimg.com/profile_images/534163132692709376/1z5aPYSy_normal.jpeg,[],'https://twitter.com/statuses/1074547540912156672,'I was born this way, pursuit of happiness || Freelance Designer ||,'QNArW3HULxs,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",241,0,0,0,,,'Kalimantan Timur, Indonesia,'male,"[""design"",""fashion"",""education""]",0,,,,'in,,,,,,,,
'D-Tracker,'1074565688059199488,17/12/2018 14:23,'social_media,'twitter,'status,'keyword,'D-Tracker,'309670583,'SyehAlfian,'Apoenk,'I liked a @YouTube video https://t.co/mOCYmAuuA1 Kawasaki D-Tracker 150 SE 2016,0,'http://pbs.twimg.com/profile_images/1017787810613420032/Bv3OU8ed_normal.jpg,[],'https://twitter.com/statuses/1074565688059199488,'People Of The Lie,'JZ1CTIRkjqE,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",937,0,0,0,,,,[],[],0,,,,'en,,,,,,,,,,
'kawasaki,'1074662079242559491,17/12/2018 20:46,'social_media,'twitter,'status,'keyword,'kawasaki,'2706223273,'RideWithRahul,'RideWithRahul,'I liked a @YouTube video https://t.co/n84HnKYw0U BMW S1000R Vs Kawasaki Ninja ZX14R | RWR,0,'http://pbs.twimg.com/profile_images/496237278184763395/G2Tqz9Zd_normal.jpeg,[],'https://twitter.com/statuses/1074662079242559491,'I ride everything from 100 cc scooter to a 1340 cc Hayabusa to make honest reviews of it on my YouTube Channel Ride With Rahul.,'QorGpb3xJWY,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",292,0,0,0,,,'Kolkata, India,[],"[""travel""]",0,,,,'en,,,,,,,,,
'kawasaki,'1074380069571825669,17/12/2018 2:05,'social_media,'twitter,'status,'keyword,'kawasaki,'780622797445791744,'blvckoutz750,'vibex,'I liked a @YouTube video https://t.co/Ps1QMhfvaT Die erste Fahrt ungedrosselt mit meiner Kawasaki z750,0,'http://pbs.twimg.com/profile_images/780625476654080000/hcZ-rYUZ_normal.jpg,[],'https://twitter.com/statuses/1074380069571825669,,'QorGpb3xJWY,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",30,0,0,0,,,'Röthlein, Deutschland,[],[],0,,,,'de,,,,,,,,,
'modifikasi,'1074640387795533824,17/12/2018 19:20,'social_media,'twitter,'status,'keyword,'modifikasi,'546612307,'taepur,'taepur rohman,'I liked a @YouTube video https://t.co/RpLgHo28oc MODIFIKASI MESIN HIJET 1000 !!! part 2 porting polish.,0,'http://pbs.twimg.com/profile_images/763019683658203137/S2LidS16_normal.jpg,[],'https://twitter.com/statuses/1074640387795533824,'Manusia Indonesia yang mencintai pak Jokowi dan ingin Indonesia lebih maju,'QorGpb3xJWY,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",40,0,0,0,,'Banten, Indonesia,'sumedang,'male,[],0,'Indonesia,'Medan,'Sumatera Utara,'en,,,,,,,,,
'kawasaki,'1074525380227358722,17/12/2018 11:43,'social_media,'twitter,'status,'keyword,'kawasaki,'806010560294727680,'Amar_Deep96,'Amardeep Sao,'I liked a @YouTube video https://t.co/T0FsDjr4Uu FINALLY! GOT MY DREAM BIKE | KAWASAKI Z900,0,'http://pbs.twimg.com/profile_images/806015813912182788/lt3ZOUJ6_normal.jpg,[],'https://twitter.com/statuses/1074525380227358722,'Currently I am persuading BDS degree...Hope to become very rich soon....😎,'yWmo0hHBy8w,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",21,0,0,0,,,'Haldia, India,[],"[""journalism""]",0,,,,'en,,,,,,,,,
'D-Tracker,'1074565273582211073,17/12/2018 14:21,'social_media,'twitter,'status,'keyword,'D-Tracker,'309670583,'SyehAlfian,'Apoenk,'I liked a @YouTube video https://t.co/u0yZFQ6AEv Njajal New D-Tracker 150 SE 2017 #24,0,'http://pbs.twimg.com/profile_images/1017787810613420032/Bv3OU8ed_normal.jpg,[],'https://twitter.com/statuses/1074565273582211073,'People Of The Lie,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",937,0,0,0,,,'male,[],[],0,,,,'en,,,,,,,,,,
'kawasaki,'1074383134689497088,17/12/2018 2:17,'social_media,'twitter,'status,'keyword,'kawasaki,'51468017,'BobiAzuraNow,'Octavius B. Azura II,'I liked a @YouTube video https://t.co/uF7dTvbqkj Kawasaki 95zv,0,'http://pbs.twimg.com/profile_images/648556584449130496/LRSicsbP_normal.jpg,[],'https://twitter.com/statuses/1074383134689497088,'Ain't gonna get twitterpatted!!!😎😇🤣,'nMPLL2xXLZk,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",106,0,0,0,,,'In the highlands,[],"[""technology""]",0,,,,'en,,,,,,,,,,
'honda,'1074613882541363200,17/12/2018 17:34,'social_media,'twitter,'status,'keyword,'honda,'2925257377,'MiwonSan,'TESAR,'I liked a @YouTube video https://t.co/upXE6FgkQA HONDA ASTREA |『 S U N D A Y R I D E �?,0,'http://pbs.twimg.com/profile_images/1003083533479342080/JDkm1iXl_normal.jpg,[],'https://twitter.com/statuses/1074613882541363200,'GBK界隈 //BiSH // アイナ・ジ・エンド 🙌🙌🙌 Indonesiaヲタ芸,'nMPLL2xXLZk,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",212,0,0,0,,,'jakarta (indonesia),[],[],0,,,,'en,,,,,,,,,,
'aerox,'1074631391051218946,17/12/2018 18:44,'social_media,'twitter,'status,'keyword,'aerox,'3166282538,'erickitoy5000,'Eric Ben,'I liked a @YouTube video https://t.co/v3Lw7Nzeyl Yamaha Aerox or Yamaha NMax? What To Choose???,0,'http://pbs.twimg.com/profile_images/590393914869174273/_e4oftwB_normal.jpg,[],'https://twitter.com/statuses/1074631391051218946,,'qxVIuvYY5os,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",22,0,0,0,,,,'male,[],0,,,,'en,,,,,,,,,,
'kawasaki,'1074390477296861184,17/12/2018 2:47,'social_media,'twitter,'status,'keyword,'kawasaki,'2780990094,'arpitthakur223,'Arpit Singh Thakur,'I liked a @YouTube video https://t.co/W0GgaYqmtG Kawasaki z800 Flyby | Super SOUND | Super SPEED,0,'http://pbs.twimg.com/profile_images/1016748146385448960/jHtpocxP_normal.jpg,[],'https://twitter.com/statuses/1074390477296861184,,'GApglHuf0ro,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",14,0,0,0,,,'jabalpur ,[],[],0,,,,'en,,,,,,,,,,
'kawasaki,'1074581647222296576,17/12/2018 15:26,'social_media,'twitter,'status,'keyword,'kawasaki,'3191932524,'StarTirkey,'Starlin Tirkey ,'I liked a @YouTube video https://t.co/Wb6hH8iw5M Yamaha R1 Vs 2017 RSV4 RF Vs Kawasaki Z800 | Speed Run | Ft. Broken Asphalt |,0,'http://pbs.twimg.com/profile_images/597714298882818049/tWykPryX_normal.jpg,[],'https://twitter.com/statuses/1074581647222296576,'Bike stunter,'T7TgvGjk8aA,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",35,0,0,0,,,'Rourkela Industrial Township, Orissa,[],"[""environment""]",0,,,,'en,,,,,,,,,
