object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,
ridwankamil,'1086903177700466689,20/01/2019 15:28,'social_media,'twitter,'status,'account,'80323736,'585512856,'tituswd,'titus widagdono,'@ridwankamil Jabar makin juara euy....,2,'http://pbs.twimg.com/profile_images/505423836762750976/EQaqxLqy_normal.jpeg,[],'https://twitter.com/statuses/1086903177700466689,'Cinta damai, gak suka rusuh. Seneng berteman dan nambah teman,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",7,0,0,0,,,'Tangerang,,"[""technology"",""education""]",0,'Indonesia,'Tangerang,'Banten,'in,'id,,,,,,,,,,,
ridwankamil,'1086830634469707776,20/01/2019 10:39,'social_media,'twitter,'status,'account,'80323736,'3144905696,'nawafikom,'Rudi Santoso,'@ridwankamil Kang Emil agar lebih bijaksana menyampaikan hal2 seperti ini.  Lebih objektif.  Nasehat kami bermunajat lah memohon petunjuk agar menjadi pemimpin untuk semua   bukan golongan.  Barokallahufik,2,2,'http://pbs.twimg.com/profile_images/967371680686288897/KYX4aSmL_normal.jpg,[],'https://twitter.com/statuses/1086830634469707776,'Simple Programmer,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",29,0,0,0,,,'Cikarang, Indonesia,'male,"[""technology"",""marketing""]",0,,,,'in,'en,,,,,,,,,,
ridwankamil,'1086715085404303360,20/01/2019 3:00,'social_media,'twitter,'status,'account,'80323736,'1086106220551786497,'Aazizah_olshop,'Azizah Aulawiyah,'@ridwankamil Kereen paa,2,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1086715085404303360,,'1084791513773678592,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",0,0,0,0,,,,'female,[],0,,,,'fi,'id,,,,,,,,,,,,
ridwankamil,'1086908120490635265,20/01/2019 15:47,'social_media,'twitter,'status,'account,'80323736,'4429068032,'sumadi23,'sumadi darussalam,'@ridwankamil Keren Kang.Welcome to Pesantren Darussalam Ciamis.We miss you...,2,'http://pbs.twimg.com/profile_images/964791206109593600/_BWrZFeu_normal.jpg,[],'https://twitter.com/statuses/1086908120490635265,'lecturer and researcher in gender studies,'1082596478453837825,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",99,0,0,0,,,,,"[""science"",""education"",""game""]",0,,,,'en,'id,,,,,,,,,,,,
ridwankamil,'1086842641948409856,20/01/2019 11:27,'social_media,'twitter,'status,'account,'80323736,'1005567828995465216,'Yusandi45893010,'Yusandi,'@ridwankamil Lanjutkan lah salila masih pake smartphone jeung kabeuli pulsana krisisis itu hoax,2,'http://pbs.twimg.com/profile_images/1005571866671513601/bfnIXQP5_normal.jpg,[],'https://twitter.com/statuses/1086842641948409856,'Qwerty,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",0,0,0,0,,,'Indonesia,,[],0,,,,'in,'en,,,,,,,,,,,,
ridwankamil,'1086770329781846016,20/01/2019 6:40,'social_media,'twitter,'status,'account,'80323736,'2339645730,'AmienMoel,'amienMoel,'@ridwankamil Maju terus kang RK,2,'http://pbs.twimg.com/profile_images/433458191066615809/aZRGF6m7_normal.jpeg,[],'https://twitter.com/statuses/1086770329781846016,,'1085769861161078789,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",2,0,0,0,,,,,[],0,,,,'in,'id,,,,,,,,,,,,
ridwankamil,'1086765271417667584,20/01/2019 6:20,'social_media,'twitter,'status,'account,'80323736,'1058670226064080896,'Manulla75173770,'Manullang,'@ridwankamil Maju trus kang RK.utk RI 1,2,'http://pbs.twimg.com/profile_images/1058672651223191553/SazEDrJN_normal.jpg,[],'https://twitter.com/statuses/1086765271417667584,'HIDUP PUNYA TUJUAN AKHIR,'1085412612060430338,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",2,0,0,0,,,,,[],0,,,,'in,'en,,,,,,,,,,,,
ridwankamil,'1086783182630842368,20/01/2019 7:31,'social_media,'twitter,'status,'account,'80323736,'127777181,'PapaDAMAI,'Yudhi Kurniawan,'@ridwankamil Mantabs. Jalur puncak juga sekalian  Kang. �?�?,2,2,'http://pbs.twimg.com/profile_images/990590222445367296/DojqTZO6_normal.jpg,[],'https://twitter.com/statuses/1086783182630842368,'Be Yourself, Creative & Original | Papa Damai | In ♥ @DhinyNedyasari | Ketua Yayasan IKAI,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",309,0,0,0,,,,'male,"[""technology"",""design"",""game""]",0,,,,'in,'en,,,,,,,,,,
ridwankamil,'1086973230861221888,20/01/2019 20:06,'social_media,'twitter,'status,'account,'80323736,'811754626689204224,'WeilerMina,'Mina Antika Dewi W.,'@ridwankamil Mantap,2,'http://pbs.twimg.com/profile_images/961324271652962305/h40xEDN4_normal.jpg,[],'https://twitter.com/statuses/1086973230861221888,'Love traveling,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",77,0,0,0,,,'New Jersey, USA,'female,"[""travel""]",0,,,,'in,'en,,,,,,,,,,,
ridwankamil,'1086765242518974465,20/01/2019 6:19,'social_media,'twitter,'status,'account,'80323736,'1075908470,'hildakh_,'Hilda Khairunnisa,'@ridwankamil Mantap,2,'http://pbs.twimg.com/profile_images/1086653057654374400/RJ_q6_3A_normal.jpg,[],'https://twitter.com/statuses/1086765242518974465,'Statistika'14,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",480,0,0,0,,,'On my IG : @hildakh_,'female,[],0,,,,'in,'id,,,,,,,,,,,,
ridwankamil,'1086850629627084800,20/01/2019 11:59,'social_media,'twitter,'status,'account,'80323736,'1072124941481308160,'AdityaRofina,'Rofina Aditya,'@ridwankamil Mantap kang emil,2,'http://pbs.twimg.com/profile_images/1072125525684965376/jMhaX96S_normal.jpg,[],'https://twitter.com/statuses/1086850629627084800,,'1083343219033747456,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",1,0,0,0,,,,'male,[],0,,,,'in,'en,,,,,,,,,,,,
ridwankamil,'1086957878060081158,20/01/2019 19:05,'social_media,'twitter,'status,'account,'80323736,'177092769,'kuntufaarihan,'Abdul Wahid El-Liwai,'@ridwankamil Mantap pak @ridwankamil ,2,,simkuring sebagai warga garut bangga pisan,,�?�?�?,2,'http://pbs.twimg.com/profile_images/809432381849366528/j46NfZxW_normal.jpg,[],'https://twitter.com/statuses/1086957878060081158,'خير الناس أن�?عهم للناس # أتى زيد منيرا وجهه نعم ال�?تى,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",90,0,0,0,,,'Serang,'male,[],0,'Indonesia,'Serang,'Banten,'in,'id,,,,,,,
ridwankamil,'1086824093087719424,20/01/2019 10:13,'social_media,'twitter,'status,'account,'80323736,'1060507859874570240,'Juan12161183,'Juan,'@ridwankamil Mantul... Mudah mudahan ciburuy - padalarang - cimareme kabupaten Bandung Barat juga ada solusi  biar… https://t.co/p4HNOprnH2,2,'http://pbs.twimg.com/profile_images/1060508578736295936/4DbewPi8_normal.jpg,[],'https://twitter.com/statuses/1086824093087719424,'antusias,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",0,0,0,0,,,,,[],0,,,,'in,'id,,,,,,,,,,,,
ridwankamil,'1086806723791183872,20/01/2019 9:04,'social_media,'twitter,'status,'account,'80323736,'886038976460505089,'verbio_zefanya,'Zefanya Verbio,'@ridwankamil Saya ga peduli sama masalah itu  yang penting Kang Emil tuh kerjanya bagus di Jawa Barat,2, yang ngeluh biasanya ga mau diproses Kang �?,2,'http://pbs.twimg.com/profile_images/979983091534938112/wDT4jcOI_normal.jpg,[],'https://twitter.com/statuses/1086806723791183872,'Orang,'1082610741696315393,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",2,0,0,0,,,'Kota Bandung, Jawa Barat,,[],0,'Indonesia,'Bandung,'Jawa Barat,'in,'en,,,,,,,,,
ridwankamil,'1087023407546286080,20/01/2019 23:25,'social_media,'twitter,'status,'account,'80323736,'1082975921424936960,'ririsrie3,'ririsrie88,'@ridwankamil Semangat bapak...kerja kerja..jangan hiraukan orang orang yang nyinyir�?,2,'http://pbs.twimg.com/profile_images/1082976113691844609/f4sZIj6b_normal.jpg,[],'https://twitter.com/statuses/1087023407546286080,'*Independet Woman *politikus tobe :),'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",0,0,0,0,,,'Majalengka, Indonesia,,"[""automotive"",""politic""]",0,'Indonesia,'Majalengka,'Jawa Barat,'in,'en,,,,,,,,,,,
ridwankamil,'1086684402178879488,20/01/2019 0:58,'social_media,'twitter,'status,'account,'80323736,'161382980,'hamdunz,'Hamdan Hidayatulloh,'@ridwankamil Semoga lancar... GerCep (GerakCepat),2,'http://pbs.twimg.com/profile_images/378800000566895353/80edeee6aa9a94e509cbb40a99de858a_normal.png,[],'https://twitter.com/statuses/1086684402178879488,,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",124,0,1,0,,,'Bandung, Indonesia,'male,[],1,'Indonesia,'Bandung,'Jawa Barat,'in,'en,,,,,,,,,,,
ridwankamil,'1087006243699347456,20/01/2019 22:17,'social_media,'twitter,'status,'account,'80323736,'1085545552396177409,'kailmintul,'goryajah,'@ridwankamil Semoga sukses pa,2,'http://pbs.twimg.com/profile_images/1085866698597588992/sZ8Pfhor_normal.jpg,[],'https://twitter.com/statuses/1087006243699347456,,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",1,0,0,0,,,'Karawang,,[],0,'Indonesia,'Karawang,'Jawa Barat,'in,'id,,,,,,,,,,,,
ridwankamil,'1086760466947297281,20/01/2019 6:01,'social_media,'twitter,'status,'account,'80323736,'1016141172064960513,'Saktiaw18028773,'Saktiawan Kurnia...,'@ridwankamil Sukses kang,2,'http://pbs.twimg.com/profile_images/1085066953897566208/6FnFhwdz_normal.jpg,[],'https://twitter.com/statuses/1086760466947297281,'Berusaha dan semangat,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",5,0,0,0,,,'Bandung Wetan, Indonesia,,[],0,'Indonesia,'Bandung,'Jawa Barat,'in,'id,,,,,,,,,,,
ridwankamil,'1086773241547374592,20/01/2019 6:51,'social_media,'twitter,'status,'account,'80323736,'1083859272549556224,'TriandiTendi,'Tendi triandi,'@ridwankamil Uuuh good job kang emil.....,2,'http://pbs.twimg.com/profile_images/1083866100796862466/uivyVMBQ_normal.jpg,[],'https://twitter.com/statuses/1086773241547374592,'for study,'1086424595555479553,'80323736,,,"[{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",0,0,0,0,,,,,[],0,,,,'en,'en,,,,,,,,,,,,
ridwankamil,'1086793748409929735,20/01/2019 8:13,'social_media,'twitter,'status,'account,'80323736,'945201650846744576,'Arvla4,'juan@gans,'@RizmaWidiono @P3nj3l4j4h @ridwankamil kereeen,2,'http://pbs.twimg.com/profile_images/949861092334845953/IiqwinLb_normal.jpg,[],'https://twitter.com/statuses/1086793748409929735,,'1086650959755788288,'746241503714934784,,,"[{""id"":""\\""746241503714934784\\"""",""name"":""\\""RizmaWidiono\\""""},{""id"":""\\""820874032408981504\\"""",""name"":""\\""P3nj3l4j4h\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",15,0,0,0,,,,,[],0,,,,'hu,'en,,,,,,,,,,,,
ridwankamil,'1086916867283775488,20/01/2019 16:22,'social_media,'twitter,'status,'account,'80323736,'1072869869744340992,'MadiunEs,'Es Eco Madiun,'@RizmaWidiono @ridwankamil Cocok kaaaaang,2,'http://pbs.twimg.com/profile_images/1072870117099233289/pQGPq0zZ_normal.jpg,[],'https://twitter.com/statuses/1086916867283775488,,'1086650959755788288,'746241503714934784,,,"[{""id"":""\\""746241503714934784\\"""",""name"":""\\""RizmaWidiono\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",55,0,0,0,,,,,[],0,,,,'in,'id,,,,,,,,,,,,
ridwankamil,'1086693349552152576,20/01/2019 1:34,'social_media,'twitter,'status,'account,'80323736,'1004096004621197312,'BerasaSucipto,'Sucipto Berasa,'@RizmaWidiono @ridwankamil Gubernur aing ieu mah 😎,2,'http://pbs.twimg.com/profile_images/1085340916863266817/Q5q8oAaq_normal.jpg,[],'https://twitter.com/statuses/1086693349552152576,'bangga punya presiden seperti pak Jokowi 🤘�?😇,'1086650959755788288,'746241503714934784,,,"[{""id"":""\\""746241503714934784\\"""",""name"":""\\""RizmaWidiono\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",15,0,4,0,,,'Sukabumi Selatan, Indonesia,,"[""automotive"",""politic"",""marketing""]",4,'Indonesia,'Sukabumi,'Jawa Barat,'in,'id,,,,,,,,,,,
ridwankamil,'1087018351178612737,20/01/2019 23:05,'social_media,'twitter,'status,'account,'80323736,'828658112580120578,'Purwant61961146,'Purwanto Wanto,'@RizmaWidiono @ridwankamil Setuju mantep moga sucses tetap 01 lanjut,2,'http://pbs.twimg.com/profile_images/828661296170086400/KAgZShbL_normal.jpg,[],'https://twitter.com/statuses/1087018351178612737,'Politik & Pemerintahan,'1086650959755788288,'746241503714934784,,,"[{""id"":""\\""746241503714934784\\"""",""name"":""\\""RizmaWidiono\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",32,0,0,0,,,'Bandung, Jawa Barat,'male,"[""automotive"",""politic""]",0,'Indonesia,'Bandung,'Jawa Barat,'in,'id,,,,,,,,,,,
ridwankamil,'1086868310455513088,20/01/2019 13:09,'social_media,'twitter,'status,'account,'80323736,'4476745338,'DJSoemaskaro2,'makcik,'@RizmaWidiono @ridwankamil Suka jg lama2 dg gub ini..,2,'http://pbs.twimg.com/profile_images/1085109954770399233/OGuP7eUx_normal.jpg,[],'https://twitter.com/statuses/1086868310455513088,'Makcik simple simple, yg punya cita-cita dunia damai, biar bs tenang kelak mudiknya...,'1086650959755788288,'746241503714934784,,,"[{""id"":""\\""746241503714934784\\"""",""name"":""\\""RizmaWidiono\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",78,0,0,0,,,'teck whye lane,,"[""technology"",""travel""]",0,,,,'in,'en,,,,,,,,,,
ridwankamil,'1086699205903638534,20/01/2019 1:57,'social_media,'twitter,'status,'account,'80323736,'1004096004621197312,'BerasaSucipto,'Sucipto Berasa,'@RizmaWidiono @ridwankamil Tapi makin banyak loh penduduk jabar ke #01 keren kan �?,2,'http://pbs.twimg.com/profile_images/1085340916863266817/Q5q8oAaq_normal.jpg,[],'https://twitter.com/statuses/1086699205903638534,'bangga punya presiden seperti pak Jokowi 🤘�?😇,'1086697280718004224,'746241503714934784,,,"[{""id"":""\\""746241503714934784\\"""",""name"":""\\""RizmaWidiono\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",15,0,3,0,,,'Sukabumi Selatan, Indonesia,,"[""automotive"",""politic"",""marketing""]",3,'Indonesia,'Sukabumi,'Jawa Barat,'in,'id,,,,,,,,,,,
ridwankamil,'1086896712822665216,20/01/2019 15:02,'social_media,'twitter,'status,'account,'80323736,'1085186689025228809,'JijimKurnia,'Jijim Kurnia,'@RizmaWidiono @riska_meliaaG @ridwankamil Siap kang emil maju,2,'http://pbs.twimg.com/profile_images/1085188246072487938/MdgvbDYo_normal.jpg,[],'https://twitter.com/statuses/1086896712822665216,'makan sate kambing,'1086650959755788288,'746241503714934784,,,"[{""id"":""\\""746241503714934784\\"""",""name"":""\\""RizmaWidiono\\""""},{""id"":""\\""1028278317735075841\\"""",""name"":""\\""riska_meliaaG\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",5,0,0,0,,,,'male,"[""culinary""]",0,,,,'in,'id,,,,,,,,,,,,
ridwankamil,'1086770663799418880,20/01/2019 6:41,'social_media,'twitter,'status,'account,'80323736,'906747060421931009,'M_Agung777,'John Wick �?,'@RizmaWidiono @yoris_ab @ridwankamil Betul sekali. Mantulll �?�?�?,2,'http://pbs.twimg.com/profile_images/957644955123531777/pI4QKYyP_normal.jpg,[],'https://twitter.com/statuses/1086770663799418880,'Belajar dr Sejarah Melihat Rekam Jejak Analisa dgn Akal Sehat Satukan Hati-Pikiran-Ucapan-Tindakan,'1086650959755788288,'746241503714934784,,,"[{""id"":""\\""746241503714934784\\"""",""name"":""\\""RizmaWidiono\\""""},{""id"":""\\""336922164\\"""",""name"":""\\""yoris_ab\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",324,0,0,0,,,'Jakarta Pusat, DKI Jakarta,'male,"[""politic"",""education""]",0,'Indonesia,'Jakarta Pusat,'DKI Jakarta,'in,'en,,,,,,,,,,,
ridwankamil,'1086891330918219776,20/01/2019 14:41,'social_media,'twitter,'status,'account,'80323736,'2388384426,'z_marief,'zυlĸιғlι м arιeғ,'@Wagun9 @dikychandra_ @panca66 @SBYudhoyono @aheryawan @ridwankamil Mantabb,2,'http://pbs.twimg.com/profile_images/540689649446821888/14oHogGB_normal.jpeg,[],'https://twitter.com/statuses/1086891330918219776,'нιdυp тdĸ нanyat dιdυnιa , didυnιa нanya ѕeмenтara , #2019GantiPresiden #2019PrabowoSandi  #MahasiswaBergerak,'1086889740400418816,'988824856006283264,,,"[{""id"":""\\""988824856006283264\\"""",""name"":""\\""Wagun9\\""""},{""id"":""\\""572963346\\"""",""name"":""\\""dikychandra_\\""""},{""id"":""\\""82042655\\"""",""name"":""\\""panca66\\""""},{""id"":""\\""1307120064\\"""",""name"":""\\""SBYudhoyono\\""""},{""id"":""\\""183832491\\"""",""name"":""\\""aheryawan\\""""},{""id"":""\\""80323736\\"""",""name"":""\\""ridwankamil\\""""}]",544,0,0,0,,,'Parongpong , KBB,,"[""technology"",""politic"",""education"",""health"",""marketing""]",0,,,,'ht,'id,,,,,,,,,
Ridwan Kamil,'1292114634273688_604842183280726,20/01/2019 0:15,'social_media,'facebook,'comment,'account,'163237587161404,,,,'02 mantul,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292114634273688_604842183280726,,'163237587161404_1292114634273688,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293160124169139,20/01/2019 20:39,'social_media,'facebook,'comment,'account,'163237587161404,,,,'aamiiin pak RK sehat trs,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293160124169139,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293184870833331,20/01/2019 21:12,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Aamiiin... Subhanallah Pak Emil Semoga sll sehat ya..& dlm lindungan Allah SWT 💪💪,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293184870833331,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293157257502759,20/01/2019 20:36,'social_media,'facebook,'comment,'account,'163237587161404,,,,'aamiin allohumma aamiin,2,sehat dan panjang umur gubernurku,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293157257502759,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,
Ridwan Kamil,'1292108484274303_452195608649078,20/01/2019 14:27,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Aamiin Dustin Fanny Suryadi  oge sehat slalu   Aya naon kitu om.. d cikidang?,2,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1292108484274303_452195608649078,,'163237587161404_1292108484274303,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293178590833959,20/01/2019 21:04,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Aamiin Insyaallah selalu sehat pak Gubernur Jabar dan seluruh jajarannya,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293178590833959,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293209830830835,20/01/2019 21:42,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Aamiin Sehat selalu pak Ridwan Kamil,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293209830830835,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293214364163715,20/01/2019 21:48,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Aamiin sehat sllu ya kang  & semoga lancar dalam menjalani semua tugas nya dgn baik & abaikan yg tdk penting  ☺,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293214364163715,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293163940835424,20/01/2019 20:45,'social_media,'facebook,'comment,'account,'163237587161404,,,,'Aamiin semoga sehat selalu pk,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293163940835424,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Kamil,'1293155694169582_1293165630835255,20/01/2019 20:47,'social_media,'facebook,'comment,'account,'163237587161404,,,,'aamiin semoga sehat walafiat dan selalu amanah,2,'https://graph.facebook.com//picture,[],'https://facebook.com/1293155694169582_1293165630835255,,'163237587161404_1293155694169582,'163237587161404,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
