object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068588028594053120,01/12/2018 2:30,'social_media,'twitter,'status,'account,'548904824,'406816943,'alex_renaldo,'alex renaldo,'@IndosatCare udah mau 4 hari yaa jaringan saya 4g+ tapi kok lemot parah ya  kecepatan ga jauh beda sama edge,1, ini indosat saya perhatiin tiap bulan pasti bermasalah, udah itu masalah nya di hal yg sama,rolong dong lebih di perbaiki lagi masa iya setiap bulan permasalahan nya sma,1,'http://pbs.twimg.com/profile_images/789499442923577348/5XFUH0pC_normal.jpg,[],'https://twitter.com/statuses/1068588028594053120,'Path : alex renaldo | @chelseafc | #KTBFFH | #CFC,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",261,0,0,0,,'Depok, Indonesia,'male,"[""game"",""sports""]",0,'Indonesia,'Depok,'Jawa Barat,'in,'id,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068588760743309312,01/12/2018 2:33,'social_media,'twitter,'status,'account,'548904824,'1046676130701369344,'Sigit06067793,'Sigit kuncoro aji,'@IndosatCare Gmn mw ngecek orang sinyalnya ilang,1,'http://pbs.twimg.com/profile_images/1046676939019153408/KMaIhzMV_normal.jpg,[],'https://twitter.com/statuses/1068588760743309312,,'1068553364932304896,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",1,0,0,0,,,'male,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068589935354032128,01/12/2018 2:37,'social_media,'twitter,'status,'account,'548904824,'144064221,'putricha_,'Putri خديجه S,'@IndosatCare pulsa sering terpotong  sudah complain mention dan DM berhari2 nggak direspon. Padahal follow account saya 😅 tolonglah berikan good service,1, customer kecewa kalau begini caranya https://t.co/07SR0ENCM0,1,'http://pbs.twimg.com/profile_images/1059073530833195008/0RBRY2yx_normal.jpg,"[""http://pbs.twimg.com/media/DtRk4IjV4AATKYd.jpg""]",'https://twitter.com/statuses/1068589935354032128,'Kelas Unggulan Broadcast Journalism FIKOM BL '12 | Pascasarjana Ilmu Komunikasi MIKOM 11 '18,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",687,0,0,0,,'Jakarta, Indonesia,'female,"[""science"",""culinary"",""education"",""health""]",0,,,,'in,'en,,,,,,,,,,,,,,,
Telkomsel,'1068590302930264065,01/12/2018 2:39,'social_media,'twitter,'status,'account,'255409050,'197129112,'anduanduLUMUT,'Andu Pangarantau,'@Telkomsel mana udah bales DM belum d bales lagi. Kebiasaan minta data tapi gak di proses!!!!,1,'http://pbs.twimg.com/profile_images/1046427593115820032/roxj9C7L_normal.jpg,[],'https://twitter.com/statuses/1068590302930264065,'I Do what you did, thanks.,'1068585630098046976,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",820,0,0,0,,'Serang, Banten.,,[],0,'Indonesia,'Serang,'Banten,'in,'en,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068590524766900224,01/12/2018 2:40,'social_media,'twitter,'status,'account,'548904824,'29476568,'GondhoOnaka,'Gondho Onaka,'@IndosatCare Selamat pagi   saya mau tanya untuk no 08561030576 terdaftar paket XL freedom apakah sudah terkena limit FUP? Jika sudah saya akan dengan senang hati untuk pindah atau ganti nomor ke provider lain 😊  Terimakasih.,1,1,'http://pbs.twimg.com/profile_images/1058772852277567489/JVkzMBh0_normal.jpg,[],'https://twitter.com/statuses/1068590524766900224,'Photographer | Cinematography student,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",7256,0,0,0,,,,"[""photography"",""entertainment""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068593849298124800,01/12/2018 2:53,'social_media,'twitter,'status,'account,'548904824,'330977604,'Isnannr_,'•IRF•,'@IndosatCare ini gimana bisa begitu min abis di paketin ko terus di cek belom terdaftar😒 https://t.co/zHYawbJ54N,1,'http://pbs.twimg.com/profile_images/870676269066665984/wNC3Eg6L_normal.jpg,"[""http://pbs.twimg.com/media/DtRob1hV4AEdUJn.jpg""]",'https://twitter.com/statuses/1068593849298124800,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",357,0,0,0,,'Cipete-Milano,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Telkomsel,'1068598046932459520,01/12/2018 3:10,'social_media,'twitter,'status,'account,'255409050,'291232691,'triyuliantoo,'Tri Yulianto,'@ismarakh Telkomsel bukan? Keknya emang lagi sering gangguan  gua main ML aja jaringan suram.,1,1,'http://pbs.twimg.com/profile_images/1061227435801239553/cQGJ3Nfd_normal.jpg,[],'https://twitter.com/statuses/1068598046932459520,'K.,'1068554557062434816,'932668866060214272,,,"[{""id"":""\\""932668866060214272\\"""",""name"":""\\""ismarakh\\""""}]",317,0,0,0,,'Winterfell,'male,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
myXL Care,'1068599619200774144,01/12/2018 3:16,'social_media,'twitter,'status,'account,'480224156,'1059511490892288000,'FitraFansyah,'Fitra Fansyah,'@myXLCare payah dah lu xl,1,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1068599619200774144,,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",0,0,0,0,,,'female,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
myXL Care,'1068603779287724032,01/12/2018 3:32,'social_media,'twitter,'status,'account,'480224156,'914203585,'ArhyaEkaPutra,'アリーア,'@myXLCare apa jaringan internet disaat jam 00:00 itu tidak diaktifkan atau emang ada kendala. Jangan iklan aja dibagusin  layanan jelek.!!,1,1,'http://pbs.twimg.com/profile_images/849837885511524352/3KQz-OfS_normal.jpg,[],'https://twitter.com/statuses/1068603779287724032,'ALLAH SWT  || @ACMILAN || Don't judge my choices when you don't understand my reasons || @MapadikaUSNI || Stay Classy 😋,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",122,0,0,0,,'Milano,,"[""religious"",""fashion"",""education"",""game""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068604918410313728,01/12/2018 3:37,'social_media,'twitter,'status,'account,'548904824,'1951953600,'rizkyuzon,'Rizky Fauzi,'@IndosatCare kenapa pembelian paket gagal terus ya min ? https://t.co/zbFFIBjTzs,1,'http://pbs.twimg.com/profile_images/536459493492523009/LywxEZc0_normal.jpeg,"[""http://pbs.twimg.com/media/DtRyf6EUUAEiNiT.jpg""]",'https://twitter.com/statuses/1068604918410313728,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",98,0,0,0,,,'male,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068606832560635904,01/12/2018 3:44,'social_media,'twitter,'status,'account,'548904824,'1020682462093983746,'rrika___,'r,'@ilhamranggaa @IndosatCare @IndosatCare padahal yang bermasalah nomor gue bukan dia hdeh,1,'http://pbs.twimg.com/profile_images/1065929886236196869/T-hsKTHB_normal.jpg,[],'https://twitter.com/statuses/1068606832560635904,'akun gado-gado,'1068557927185694720,'236777094,,,"[{""id"":""\\""236777094\\"""",""name"":""\\""ilhamranggaa\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",576,0,0,0,,'INA (0251) ,,"[""culinary""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,,
IM3 Ooredoo,'1068607949298270208,01/12/2018 3:49,'social_media,'twitter,'status,'account,'61379637,'820094023901679616,'sahan69,'Sahan,'@IM3Ooredoo mohon penjelasanya ini sama saja merugikan pelanggan,1, kenapa jaringan sangan jelek, sedangkan kuota masih banyak??? https://t.co/HSVjeze5Rc,1,'http://pbs.twimg.com/profile_images/1055130580445093888/Xp15mEni_normal.jpg,"[""http://pbs.twimg.com/media/DtR1MLFU0AASZ5M.jpg""]",'https://twitter.com/statuses/1068607949298270208,,,'61379637,,,"[{""id"":""\\""61379637\\"""",""name"":""\\""IM3Ooredoo\\""""}]",0,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,,,,,,,
AXIS,'1068609635601403904,01/12/2018 3:56,'social_media,'twitter,'status,'account,'47251716,'3219267306,'RianBTS,'Rahman Pebrian,'@ask_AXIS no axis saya ko ga ada sinyalnya min 083823938666,1,'http://pbs.twimg.com/profile_images/916622831621873664/ThF9zwkg_normal.jpg,[],'https://twitter.com/statuses/1068609635601403904,,,'47251716,,,"[{""id"":""\\""47251716\\"""",""name"":""\\""ask_AXIS\\""""}]",15,0,0,0,,'Garut-Majalengka, Jawa Barat,'male,[],0,'Indonesia,'Garut,'Jawa Barat,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068610549007544320,01/12/2018 3:59,'social_media,'twitter,'status,'account,'548904824,'920545820293787649,'CemaraSore,'Sore,'@Iki_edogawa @Hantatos @IndosatCare @aduanBRTI @YLKI_ID Betul banget udah sampe pegel tangan dari minggu2 lalu mention mereka kaya cuek aja gitu padahal ylki masih sering ngetwit padahal ini berjuta2 pelanggan dirugikan.,1,'http://pbs.twimg.com/profile_images/1062222823463116800/5IaCLH6S_normal.jpg,[],'https://twitter.com/statuses/1068610549007544320,'Blue Rose 💙🌹🥀,'1068519578492268544,'148231063,,,"[{""id"":""\\""148231063\\"""",""name"":""\\""Iki_edogawa\\""""},{""id"":""\\""1004113320389951488\\"""",""name"":""\\""Hantatos\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""},{""id"":""\\""3633929173\\"""",""name"":""\\""aduanBRTI\\""""},{""id"":""\\""212085357\\"""",""name"":""\\""YLKI_ID\\""""}]",6,0,0,0,,'Parallel Universe,,"[""technology""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,,
AXIS,'1068610897327738880,01/12/2018 4:01,'social_media,'twitter,'status,'account,'47251716,'3219267306,'RianBTS,'Rahman Pebrian,'@ask_AXIS Sudah dicoba  sama aja ga ada sinyal,1,1,'http://pbs.twimg.com/profile_images/916622831621873664/ThF9zwkg_normal.jpg,[],'https://twitter.com/statuses/1068610897327738880,,'1068610572571205632,'47251716,,,"[{""id"":""\\""47251716\\"""",""name"":""\\""ask_AXIS\\""""}]",15,0,0,0,,'Garut-Majalengka, Jawa Barat,'male,[],0,'Indonesia,'Garut,'Jawa Barat,'in,'en,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068611464515088384,01/12/2018 4:03,'social_media,'twitter,'status,'account,'548904824,'920545820293787649,'CemaraSore,'Sore,'@Hantatos @IndosatCare Jadi gimana ini apakah ada solusinya soalnya yang dibatasin itu pake yang freedom combo bukan unlimited mention @IndosatCare @YLKI_ID @aduanBRTI juga kaynya ga guna sih mereka cuek padahal ini hal konsumen buat tau kenapa freedom combo ikut kena fup,1,'http://pbs.twimg.com/profile_images/1062222823463116800/5IaCLH6S_normal.jpg,[],'https://twitter.com/statuses/1068611464515088384,'Blue Rose 💙🌹🥀,'1067379460985446401,'1004113320389951488,,,"[{""id"":""\\""1004113320389951488\\"""",""name"":""\\""Hantatos\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""},{""id"":""\\""212085357\\"""",""name"":""\\""YLKI_ID\\""""},{""id"":""\\""3633929173\\"""",""name"":""\\""aduanBRTI\\""""}]",6,0,0,0,,'Parallel Universe,,"[""technology""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068612782113751040,01/12/2018 4:08,'social_media,'twitter,'status,'account,'548904824,'494664347,'mogol23,'Error404,'@IndosatCare kog pertanyaan gw ga direspon min,1,'http://pbs.twimg.com/profile_images/1034521290026020864/ZAs-IhvL_normal.jpg,[],'https://twitter.com/statuses/1068612782113751040,'Orang biasa,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",140,0,0,0,,'Solo,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068613007901515776,01/12/2018 4:09,'social_media,'twitter,'status,'account,'548904824,'135723940,'DwinaPM,'Dwina Putri,'@IndosatCare ini sejak ganti paketan kok koneksi saya jadi jelek banget ya  min? Saya baru aja ganti paketan padahal,1, buat kirim chat aja susah banget. Lemotnya parah mulai sore sampai malam.,1,'http://pbs.twimg.com/profile_images/1052878467056861184/YOmWOO_c_normal.jpg,[],'https://twitter.com/statuses/1068613007901515776,'We're all mad here.,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",294,0,0,0,,'Wonderland,'female,[],0,,,,'in,'en,,,,,,,,,,,,,,,,
AXIS,'1068613607636627456,01/12/2018 4:11,'social_media,'twitter,'status,'account,'47251716,'3219267306,'RianBTS,'Rahman Pebrian,'@ask_AXIS Solusinya gimana ya min? Awalnya kartu axis saya lepas satu bulan  pas dipasang lagi ga ada sinyalnya,1,1,'http://pbs.twimg.com/profile_images/916622831621873664/ThF9zwkg_normal.jpg,[],'https://twitter.com/statuses/1068613607636627456,,'1068611554260660224,'47251716,,,"[{""id"":""\\""47251716\\"""",""name"":""\\""ask_AXIS\\""""}]",15,0,0,0,,'Garut-Majalengka, Jawa Barat,'male,[],0,'Indonesia,'Garut,'Jawa Barat,'in,'en,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068614245632290817,01/12/2018 4:14,'social_media,'twitter,'status,'account,'548904824,'963429521239171072,'HRMWN11,'xvtv,'Cek dm @IndosatCare tolong tanggapi dm saya Cc : @kemkominfo @YLKI_ID,1,'http://pbs.twimg.com/profile_images/1060879431877586948/xzJkxw82_normal.jpg,[],'https://twitter.com/statuses/1068614245632290817,'Akun RECEH yang sama sekali ngga berfaedah, ga usah di follow,,,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""},{""id"":""\\""177848697\\"""",""name"":""\\""kemkominfo\\""""},{""id"":""\\""212085357\\"""",""name"":""\\""YLKI_ID\\""""}]",20,0,0,0,,'Bekasi Barat, Indonesia,,[],0,'Indonesia,'Bekasi,'Jawa Barat,'in,'id,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068614678845153281,01/12/2018 4:16,'social_media,'twitter,'status,'account,'548904824,'494664347,'mogol23,'Error404,'@IndosatCare kalo emang ga ada support dari kemarin . Minimal kasih tau cara unregister min. Tiap kali beli paketan mau unlimited mau yg gede skalian tiap hari ke 3 udah down. Yang bener aja,1,'http://pbs.twimg.com/profile_images/1034521290026020864/ZAs-IhvL_normal.jpg,[],'https://twitter.com/statuses/1068614678845153281,'Orang biasa,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",140,0,0,0,,'Solo,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068615891326140417,01/12/2018 4:20,'social_media,'twitter,'status,'account,'548904824,'115035610,'made_yogis,'Made Yogis,'@IndosatCare dh Cs  tolong kembalikan pulsa saya yang dipotong sepihak : 1 Des 18,1, jam sekitar 04.00-05.00WITA, MSISDN 085693713312, Pulsa awal  Rp10k, pulsa sisa Rp 0. Terimakasih. https://t.co/wzK6ElJgHk,1,'http://pbs.twimg.com/profile_images/508271455415439360/FiteKmP9_normal.jpeg,"[""http://pbs.twimg.com/media/DtR8eYZUUAAaFhR.jpg""]",'https://twitter.com/statuses/1068615891326140417,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",458,0,0,0,,'Denpasar,'male,[],0,'Indonesia,'Denpasar,'Bali,'in,'en,,,,,,,,,,,,,
IM3 Ooredoo,'1068619107589750785,01/12/2018 4:33,'social_media,'twitter,'status,'account,'61379637,'994518483558846464,'MasMbeng27,'Aditya.H,'@IM3Ooredoo Tolong laporan saya dengan nomor 081548275593 dengan keluhan pulsa terpotong sebanyak 44.000 dengan kronologi kejadian ketika saya akan memaketkan paket yellow tiba-tiba ada kendala teknis dan pulsa saya terpotong sebanyak itu. Kejadian pada hari ini tanggal 1 desember 2018.,1,'http://pbs.twimg.com/profile_images/1064224555198115840/5nVATO46_normal.jpg,[],'https://twitter.com/statuses/1068619107589750785,'Wng-Ina,'1068369030032039937,'61379637,,,"[{""id"":""\\""61379637\\"""",""name"":""\\""IM3Ooredoo\\""""}]",8,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
IM3 Ooredoo,'1068619229492989952,01/12/2018 4:34,'social_media,'twitter,'status,'account,'61379637,'994518483558846464,'MasMbeng27,'Aditya.H,'@IM3Ooredoo Tolong laporan saya dengan nomor 081548275593 dengan keluhan pulsa terpotong sebanyak 44.000 dengan kronologi kejadian ketika saya akan memaketkan paket yellow tiba-tiba ada kendala teknis dan pulsa saya terpotong sebanyak itu. Kejadian pada hari ini tanggal 1 desember 2018.,1,'http://pbs.twimg.com/profile_images/1064224555198115840/5nVATO46_normal.jpg,[],'https://twitter.com/statuses/1068619229492989952,'Wng-Ina,'1068353928851406848,'61379637,,,"[{""id"":""\\""61379637\\"""",""name"":""\\""IM3Ooredoo\\""""}]",8,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
AXIS,'2441572612543583_2442107432490101,01/12/2018 4:41,'social_media,'facebook,'comment,'account,'186172338083633,,,,'Admin  pulsa sy hilang secara ghoib. Masih sisa 20rb (pasca dipaket) sekarang tgl 4rb. Tolong konten iklan & lain2 yg menjebak konsumen dihilangkan.,1,1,'https://graph.facebook.com//picture,[],'https://facebook.com/2441572612543583_2442107432490101,,'186172338083633_2441572612543583,'186172338083633,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068621545243729921,01/12/2018 4:43,'social_media,'twitter,'status,'account,'548904824,'2786185039,'LidyaSalaunaung,'lidya12,'@IndosatCare su  pulsa saya dalam 2 hari kepotong 20 ribu,1,  mau daftar paket data berulang kali ga bisa,  dicek kuota masih ada,  habis itu dicek lagi pulsa udah habis, lu nyari untung ga gini juga kali,  lu yg error kita konsumen yg kena getahnya. Tai,1,'http://pbs.twimg.com/profile_images/1048201133250895872/2NJ5n7a2_normal.jpg,[],'https://twitter.com/statuses/1068621545243729921,'A liar,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",88,0,0,0,,'Yogyakarta, Indonesia,,[],0,'Indonesia,'Yogyakarta,'DI Yogyakarta,'in,'en,,,,,,,,,,,
AXIS,'1068622994593857537,01/12/2018 4:49,'social_media,'twitter,'status,'account,'79994423,'113803133,'ekabroken,'Eka apriana,'@leocandraaa @Telkomsel @AXISgsm Tau lah makanya aku pindah trnyata mreka sama saja sial,1,'http://pbs.twimg.com/profile_images/589651744231018496/jgte11kf_normal.jpg,[],'https://twitter.com/statuses/1068622994593857537,'senandung raja singa,'1068621555494617088,'356775431,,,"[{""id"":""\\""356775431\\"""",""name"":""\\""leocandraaa\\""""},{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""},{""id"":""\\""79994423\\"""",""name"":""\\""AXISgsm\\""""}]",200,0,0,0,,'batubulan,'female,[],0,'Indonesia,'Batu,'Jawa Timur,'in,'id,,,,,,,,,,,,,,,,,,
IM3 Ooredoo,'1068623661186183168,01/12/2018 4:51,'social_media,'twitter,'status,'account,'61379637,'3171603624,'ijasvivi,'Wahyu Ijas,'@IM3Ooredoo Selamat pagi admin Indosat  saya ingin meminta ganti rugi atas indosat,1, tadi saya membeli paket unlimited 1 gb 25000 di aplikasi myim3 dan gagal,lalu pulsa saya habis begitu saja 29400 rupiah, waktu transaksi 1 Desember 2018 pukul 4 lebih sekian,1,'http://pbs.twimg.com/profile_images/652540569441271808/QBqW5fMW_normal.jpg,[],'https://twitter.com/statuses/1068623661186183168,'Wahyu Khoirul Ijas 28 october2000,,'61379637,,,"[{""id"":""\\""61379637\\"""",""name"":""\\""IM3Ooredoo\\""""}]",31,0,0,0,,'Brebes, Central Java,'male,[],0,'Indonesia,'Brebes,'Jawa Tengah,'in,'id,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068624094688493568,01/12/2018 4:53,'social_media,'twitter,'status,'account,'548904824,'117606458,'soerjocilik,'Mas Sur,'@IndosatCare Pagi kak ini koneksi internet saya kok lola bgt ya .mohon bantuannya,1,.udah saya reset default apn jg masih saya ini 4G serasa 2G. 085725444842,1,'http://pbs.twimg.com/profile_images/2316451588/kfwzzxke2u4dyl6ezavv_normal.jpeg,[],'https://twitter.com/statuses/1068624094688493568,'Lihat,Dengar,& Rasakan Bray,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",91,0,0,0,,'ÜT: -7.750666,110.363065,'male,"[""fashion""]",0,,,,'in,'en,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068624879782551552,01/12/2018 4:56,'social_media,'twitter,'status,'account,'548904824,'410445761,'cuigit,'Satrio Sigit dwi A.,'@IndosatCare min paketan masih ada tp yg kesedot pulsa reguler terus. Gmn solusine,1,'http://pbs.twimg.com/profile_images/648746419277291520/6hbDHkjx_normal.jpg,[],'https://twitter.com/statuses/1068624879782551552,'Suka blusukan ke gunung, pantai dan tempat tempat bersejarah,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",94,0,0,0,,'Jember, Jawa Timur,'female,"[""technology"",""travel"",""religious"",""politic"",""fashion"",""education""]",0,'Indonesia,'Jember,'Jawa Timur,'in,'id,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068625225527439360,01/12/2018 4:58,'social_media,'twitter,'status,'account,'548904824,'4599359892,'Gilang_Klorover,'Gilang M Fauzi,'@IndosatCare Kena biaya engga  makasih sebelumnya,1,1,'http://pbs.twimg.com/profile_images/798542168784650241/oj09tYOZ_normal.jpg,[],'https://twitter.com/statuses/1068625225527439360,'This Privacy Policy addresses the collection and use Of personal Liverpool & Persija Jakarta,'1068622509581451265,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",26,0,0,0,,'Jakarta, Indonesia,'male,"[""automotive"",""journalism"",""art"",""sports"",""marketing""]",0,,,,'in,'id,,,,,,,,,,,,,,,,
